0,31.84744,117.2882,1,0,0,True
0,39.9042,116.4074,14,0,0,True
0,29.43159,106.9123,6,0,0,True
0,24.49435,118.4163,1,0,0,True
0,35.75183,104.2861,0,0,0,True
0,23.37903,113.7633,26,0,0,True
0,23.72476,108.8076,2,0,0,True
0,26.84296,107.2903,1,0,0,True
0,19.56639,109.9497,4,0,0,True
0,38.95023,115.3324,1,0,0,True
0,47.12165,128.7382,0,0,0,True
0,34.29043,113.3824,5,0,0,True
0,22.3193,114.1694,0,0,0,True
0,30.73781,112.2384,444,17,28,True
0,38.85133,-76.89086,4,0,0,True
0,43.37822,115.0595,0,0,0,True
0,33.14017,119.7889,1,0,0,True
0,27.08746,114.9042,2,0,0,True
0,43.83788,126.5496,0,0,0,True
0,41.94365,122.529,2,0,0,True
0,22.19875,113.5439,1,0,0,True
0,37.19873,106.1581,1,0,0,True
0,35.7448,96.40774,0,0,0,True
0,35.39399,109.188,0,0,0,True
0,35.89396,117.9249,2,0,0,True
0,31.23042,121.4737,9,0,0,True
0,37.24257,111.8569,1,0,0,True
0,30.2638,102.8055,5,0,0,True
0,23.69781,120.9605,1,0,0,True
0,39.34336,117.3616,4,0,0,True
0,30.15336,88.78786,0,0,0,True
0,47.75108,-120.7401,1,0,0,True
0,42.52464,87.53959,0,0,0,True
0,24.47528,101.3431,1,0,0,True
0,29.14164,119.7889,10,0,0,True
0,36.20482,138.2529,2,0,0,False
0,15.87003,100.9925,2,0,0,False
0,35.90776,127.7669,1,0,0,False
1,31.84744,117.2882,9,0,0,True
1,39.9042,116.4074,22,0,0,True
1,29.43159,106.9123,9,0,0,True
1,24.49435,118.4163,5,0,0,True
1,35.75183,104.2861,2,0,0,True
1,23.37903,113.7633,32,0,2,True
1,23.72476,108.8076,5,0,0,True
1,26.84296,107.2903,3,0,0,True
1,19.56639,109.9497,5,0,0,True
1,38.95023,115.3324,1,1,0,True
1,47.12165,128.7382,2,0,0,True
1,34.29043,113.3824,5,0,0,True
1,22.3193,114.1694,2,0,0,True
1,30.73781,112.2384,444,17,28,True
1,38.85133,-76.89086,9,0,0,True
1,43.37822,115.0595,0,0,0,True
1,33.14017,119.7889,5,0,0,True
1,27.08746,114.9042,7,0,0,True
1,43.83788,126.5496,1,0,0,True
1,41.94365,122.529,3,0,0,True
1,22.19875,113.5439,2,0,0,True
1,37.19873,106.1581,1,0,0,True
1,35.7448,96.40774,0,0,0,True
1,35.39399,109.188,3,0,0,True
1,35.89396,117.9249,6,0,0,True
1,31.23042,121.4737,16,0,0,True
1,37.24257,111.8569,1,0,0,True
1,30.2638,102.8055,8,0,0,True
1,23.69781,120.9605,1,0,0,True
1,39.34336,117.3616,4,0,0,True
1,30.15336,88.78786,0,0,0,True
1,47.75108,-120.7401,1,0,0,True
1,42.52464,87.53959,2,0,0,True
1,24.47528,101.3431,2,0,0,True
1,29.14164,119.7889,27,0,0,True
1,36.20482,138.2529,1,0,0,False
1,15.87003,100.9925,3,0,0,False
1,35.90776,127.7669,1,0,0,False
1,1.352083,103.8198,1,0,0,False
1,12.87972,121.774,0,0,0,False
1,4.210484,101.9758,0,0,0,False
1,14.05832,108.2772,2,0,0,False
1,-25.2744,133.7751,0,0,0,False
1,23.6345,-102.5528,0,0,0,False
1,-14.235,-51.92528,0,0,0,False
1,4.570868,-74.29733,0,0,0,False
2,30.73781,112.2384,549,24,31,True
2,23.37903,113.7633,53,0,2,True
2,29.14164,119.7889,43,0,1,True
2,39.9042,116.4074,36,0,1,True
2,29.43159,106.9123,27,0,0,True
2,38.85133,-76.89086,24,0,0,True
2,23.72476,108.8076,23,0,0,True
2,31.23042,121.4737,20,0,1,True
2,27.08746,114.9042,18,0,0,True
2,30.2638,102.8055,15,0,0,True
2,35.89396,117.9249,15,0,0,True
2,31.84744,117.2882,15,0,0,True
2,24.49435,118.4163,10,0,0,True
2,34.29043,113.3824,9,0,0,True
2,33.14017,119.7889,9,0,0,True
2,19.56639,109.9497,8,0,0,True
2,39.34336,117.3616,8,0,0,True
2,24.47528,101.3431,5,0,0,True
2,35.39399,109.188,5,0,0,True
2,47.12165,128.7382,4,1,0,True
2,41.94365,122.529,4,0,0,True
2,26.84296,107.2903,3,0,0,True
2,43.83788,126.5496,3,0,0,True
2,23.69781,120.9605,3,0,0,True
2,37.19873,106.1581,2,0,0,True
2,22.3193,114.1694,2,0,0,True
2,22.19875,113.5439,2,0,0,True
2,38.95023,115.3324,2,1,0,True
2,35.75183,104.2861,2,0,0,True
2,42.52464,87.53959,2,0,0,True
2,37.24257,111.8569,1,0,0,True
2,43.37822,115.0595,1,0,0,True
2,35.7448,96.40774,0,0,0,True
2,47.75108,-120.7401,1,0,0,True
2,41.87811,-87.6298,1,0,0,True
2,36.20482,138.2529,2,0,0,False
2,15.87003,100.9925,5,0,0,False
2,35.90776,127.7669,2,0,0,False
2,1.352083,103.8198,3,0,0,False
2,14.05832,108.2772,2,0,0,False
2,46.22764,2.213749,2,0,0,False
3,30.73781,112.2384,761,40,32,True
3,23.37903,113.7633,78,0,2,True
3,29.14164,119.7889,62,0,1,True
3,29.43159,106.9123,57,0,0,True
3,38.85133,-76.89086,43,0,0,True
3,39.9042,116.4074,41,0,2,True
3,31.84744,117.2882,39,0,0,True
3,31.23042,121.4737,33,0,1,True
3,34.29043,113.3824,32,0,0,True
3,30.2638,102.8055,28,0,0,True
3,35.89396,117.9249,27,0,0,True
3,23.72476,108.8076,23,0,0,True
3,19.56639,109.9497,19,0,0,True
3,27.08746,114.9042,18,0,0,True
3,24.49435,118.4163,18,0,0,True
3,33.14017,119.7889,18,0,1,True
3,41.94365,122.529,17,0,0,True
3,35.39399,109.188,15,0,0,True
3,24.47528,101.3431,11,0,0,True
3,39.34336,117.3616,10,0,0,True
3,47.12165,128.7382,9,1,0,True
3,38.95023,115.3324,8,1,0,True
3,43.37822,115.0595,7,0,0,True
3,37.24257,111.8569,6,0,0,True
3,22.3193,114.1694,5,0,0,True
3,26.84296,107.2903,4,0,0,True
3,43.83788,126.5496,4,0,0,True
3,35.75183,104.2861,4,0,0,True
