Header line
Hubei,Mainland China,1/25/20 17:00,761,40,32,30.73781,112.2384
Guangdong,Mainland China,1/25/20 17:00,78,,2,23.37903,113.7633
Zhejiang,Mainland China,1/25/20 17:00,62,,1,29.14164,119.7889
Chongqing,Mainland China,1/25/20 17:00,57,,,29.43159,106.9123
Hunan,Mainland China,1/25/20 17:00,43,,,38.85133,-76.89086
Beijing,Mainland China,1/25/20 17:00,41,,2,39.9042,116.4074
Anhui,Mainland China,1/25/20 17:00,39,,,31.84744,117.2882
Shanghai,Mainland China,1/25/20 17:00,33,,1,31.23042,121.4737
Henan,Mainland China,1/25/20 17:00,32,,,34.29043,113.3824
Sichuan,Mainland China,1/25/20 17:00,28,,,30.2638,102.8055
Shandong,Mainland China,1/25/20 17:00,27,,,35.89396,117.9249
Guangxi,Mainland China,1/25/20 17:00,23,,,23.72476,108.8076
Hainan,Mainland China,1/25/20 17:00,19,,,19.56639,109.9497
Jiangxi,Mainland China,1/25/20 17:00,18,,,27.08746,114.9042
Fujian,Mainland China,1/25/20 17:00,18,,,24.49435,118.4163
Jiangsu,Mainland China,1/25/20 17:00,18,,1,33.14017,119.7889
Liaoning,Mainland China,1/25/20 17:00,17,,,41.94365,122.529
Shaanxi,Mainland China,1/25/20 17:00,15,,,35.39399,109.188
Yunnan,Mainland China,1/25/20 17:00,11,,,24.47528,101.3431
Tianjin,Mainland China,1/25/20 17:00,10,,,39.34336,117.3616
Heilongjiang,Mainland China,1/25/20 17:00,9,1,,47.12165,128.7382
Hebei,Mainland China,1/25/20 17:00,8,1,,38.95023,115.3324
Inner Mongolia,Mainland China,1/25/20 17:00,7,,,43.37822,115.0595
Shanxi,Mainland China,1/25/20 17:00,6,,,37.24257,111.8569
Hong Kong,Hong Kong,1/25/20 17:00,5,,,22.3193,114.1694
Guizhou,Mainland China,1/25/20 17:00,4,,,26.84296,107.2903
Jilin,Mainland China,1/25/20 17:00,4,,,43.83788,126.5496
Gansu,Mainland China,1/25/20 17:00,4,,,35.75183,104.2861
Ningxia,Mainland China,1/25/20 17:00,3,,,37.19873,106.1581
Taiwan,Taiwan,1/25/20 17:00,3,,,23.69781,120.9605
Xinjiang,Mainland China,1/25/20 17:00,3,,,42.52464,87.53959
Macau,Macau,1/25/20 17:00,2,,,22.19875,113.5439
Qinghai,Mainland China,1/25/20 17:00,1,,,35.7448,96.40774
Washington,US,1/25/20 17:00,1,,,47.75108,-120.7401
Illinois,US,1/25/20 17:00,1,,,40.63313,-89.39853
,Japan,1/25/20 17:00,2,,,36.20482,138.2529
,Thailand,1/25/20 17:00,7,,,15.87003,100.9925
,South Korea,1/25/20 17:00,2,,,35.90776,127.7669
,Singapore,1/25/20 17:00,3,,,1.352083,103.8198
,Vietnam,1/25/20 17:00,2,,,14.05832,108.2772
,France,1/25/20 17:00,3,,,46.22764,2.213749
,Australia,1/25/20 17:00,4,,,-25.2744,133.7751
,Nepal,1/25/20 17:00,1,,,28.39486,84.12401
,Malaysia,1/25/20 17:00,3,,,4.210484,101.9758
