Header line
Hubei,Mainland China,1/24/20 17:00,549,24,31,30.73781,112.2384
Guangdong,Mainland China,1/24/20 17:00,53,,2,23.37903,113.7633
Zhejiang,Mainland China,1/24/20 17:00,43,,1,29.14164,119.7889
Beijing,Mainland China,1/24/20 17:00,36,,1,39.9042,116.4074
Chongqing,Mainland China,1/24/20 17:00,27,,,29.43159,106.9123
Hunan,Mainland China,1/24/20 17:00,24,,,38.85133,-76.89086
Guangxi,Mainland China,1/24/20 17:00,23,,,23.72476,108.8076
Shanghai,Mainland China,1/24/20 17:00,20,,1,31.23042,121.4737
Jiangxi,Mainland China,1/24/20 17:00,18,,,27.08746,114.9042
Sichuan,Mainland China,1/24/20 17:00,15,,,30.2638,102.8055
Shandong,Mainland China,1/24/20 17:00,15,,,35.89396,117.9249
Anhui,Mainland China,1/24/20 17:00,15,,,31.84744,117.2882
Fujian,Mainland China,1/24/20 17:00,10,,,24.49435,118.4163
Henan,Mainland China,1/24/20 17:00,9,,,34.29043,113.3824
Jiangsu,Mainland China,1/24/20 17:00,9,,,33.14017,119.7889
Hainan,Mainland China,1/24/20 17:00,8,,,19.56639,109.9497
Tianjin,Mainland China,1/24/20 17:00,8,,,39.34336,117.3616
Yunnan,Mainland China,1/24/20 17:00,5,,,24.47528,101.3431
Shaanxi,Mainland China,1/24/20 17:00,5,,,35.39399,109.188
Heilongjiang,Mainland China,1/24/20 17:00,4,1,,47.12165,128.7382
Liaoning,Mainland China,1/24/20 17:00,4,,,41.94365,122.529
Guizhou,Mainland China,1/24/20 17:00,3,,,26.84296,107.2903
Jilin,Mainland China,1/24/20 17:00,3,,,43.83788,126.5496
Taiwan,Taiwan,1/24/20 17:00,3,,,23.69781,120.9605
Ningxia,Mainland China,1/24/20 17:00,2,,,37.19873,106.1581
Hong Kong,Hong Kong,1/24/20 17:00,2,,,22.3193,114.1694
Macau,Macau,1/24/20 17:00,2,,,22.19875,113.5439
Hebei,Mainland China,1/24/20 17:00,2,1,,38.95023,115.3324
Gansu,Mainland China,1/24/20 17:00,2,,,35.75183,104.2861
Xinjiang,Mainland China,1/24/20 17:00,2,,,42.52464,87.53959
Shanxi,Mainland China,1/24/20 17:00,1,,,37.24257,111.8569
Inner Mongolia,Mainland China,1/24/20 17:00,1,,,43.37822,115.0595
Qinghai,Mainland China,1/24/20 17:00,,,,35.7448,96.40774
Washington,US,1/24/20 17:00,1,,,47.75108,-120.7401
Chicago,US,1/24/20 17:00,1,,,41.87811,-87.6298
,Japan,1/24/20 17:00,2,,,36.20482,138.2529
,Thailand,1/24/20 17:00,5,,,15.87003,100.9925
,South Korea,1/24/20 17:00,2,,,35.90776,127.7669
,Singapore,1/24/20 17:00,3,,,1.352083,103.8198
,Vietnam,1/24/20 17:00,2,,,14.05832,108.2772
,France,1/24/20 17:00,2,,,46.22764,2.213749
